"table_name","column_name","data_type","r_type"
"INVASIVE_SUBPLOT_SPP","cycle","smallint","double"
"EVALIDATOR_LOG","longitude","double precision","double"
"VEG_VISIT","cn","character varying","character"
"TREE","wdldstem","smallint","double"
"REF_NVCS_LEVEL_1_CODES","primary_class","character varying","character"
"REF_CITATION","modified_by","character varying","character"
"COND_DWM_CALC","pile_volcf_unadj","double precision","double"
"REF_NVCS_LEVEL_2_CODES","meaning","character varying","character"
"PLOT","measyear","smallint","double"
"VEG_SUBPLOT","veg_subp_nonsmp_rsn_cd_pre2004","smallint","double"
"PLOTSNAP","adj_expmort_macr","double precision","double"
"OZONE_BIOSITE_SUMMARY","biosite_index_multiplier","double precision","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_5_note","character varying","character"
"TREE_WOODLAND_STEMS","tree","bigint","integer64"
"OZONE_VALIDATION","invyr","smallint","double"
"DWM_DUFF_LITTER_FUEL","duff_nonsample_reasn_cd","smallint","double"
"VEG_QUADRAT","created_in_instance","character varying","character"
"POP_EVAL_GRP","notes","character varying","character"
"VEG_SUBPLOT","subp","smallint","double"
"PLOT","lat","numeric","double"
"TREE_GRM_BEGIN","ht","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_33","character varying","character"
"GRND_CVR","plot","integer","double"
"INVASIVE_SUBPLOT_SPP","veg_spcd","character varying","character"
"TREE","prev_ht_rmrs","smallint","double"
"VEG_SUBPLOT","created_by","character varying","character"
"TREE_GRM_COMPONENT","remvcfal_timber","numeric","double"
"REF_FVS_LOC_NAME","modified_date","timestamp without time zone","IDate"
"DWM_TRANSECT_SEGMENT","created_date","timestamp without time zone","IDate"
"DWM_DUFF_LITTER_FUEL","transect","smallint","double"
"VEG_PLOT_SPECIES","created_by","character varying","character"
"DWM_RESIDUAL_PILE","length2","smallint","double"
"DWM_MICROPLOT_FUEL","dhrbcd","smallint","double"
"TREE_GRM_COMPONENT","micr_tparemv_unadj_al_forest","numeric","double"
"DWM_COARSE_WOODY_DEBRIS","volcf","double precision","double"
"OZONE_VALIDATION","statecd","smallint","double"
"POP_EVAL","cn","character varying","character"
"COND_DWM_CALC","evalid","integer","double"
"POP_ESTN_UNIT","cn","character varying","character"
"SEEDLING","tpa_unadj","numeric","double"
"REF_PLANT_DICTIONARY","state_and_province","character varying","character"
"EVALIDATOR_VARIABLE_LIBRARY","col_list","character","character"
"SUBP_COND_CHNG_MTRX","prevcond","smallint","double"
"SOILS_LAB","countycd","smallint","double"
"P2VEG_SUBP_STRUCTURE","condid","smallint","double"
"OZONE_VISIT","crwtypcd","smallint","double"
"REF_NVCS_LEVEL_4_CODES","created_date","timestamp without time zone","IDate"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_6","character varying","character"
"TREE_WOODLAND_STEMS","cn","character varying","character"
"COND","nvcs_level_4_cd","character varying","character"
"COND_DWM_CALC","cwd_carbon_cond","double precision","double"
"REF_PLANT_DICTIONARY","symbol","character varying","character"
"LICHEN_PLOT_SUMMARY","created_by","character varying","character"
"VEG_PLOT_SPECIES","updated_unknown_species_date","timestamp without time zone","IDate"
"VEG_VISIT","veg_manual","character varying","character"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_2_meaning","character varying","character"
"REF_INTL_TO_DOYLE_FACTOR","modified_by","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","large_end_dia_class","smallint","double"
"DWM_VISIT","measday","smallint","double"
"TREE_GRM_COMPONENT","subp_tpamort_unadj_al_timber","numeric","double"
"PLOTSNAP","adj_expremv_micr","double precision","double"
"REF_FOREST_TYPE","created_in_instance","character varying","character"
"DWM_FINE_WOODY_DEBRIS","fwd_nonsample_reasn_cd","smallint","double"
"FIA_REPORTING_LOG","retrieval_type","character varying","character"
"COND_DWM_CALC","fwd_lg_volcf_cond","double precision","double"
"OZONE_BIOSITE_SUMMARY","modified_date","timestamp without time zone","IDate"
"OZONE_SPECIES_SUMMARY","statecd","smallint","double"
"SOILS_LAB","exchng_mg","numeric","double"
"TREE_GRM_THRESHOLD","volbsgrs","double precision","double"
"REF_GRND_LYR","modified_date","timestamp without time zone","IDate"
"DWM_VISIT","dwm_transect_length","numeric","double"
"INVASIVE_SUBPLOT_SPP","unitcd","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_19","character varying","character"
"POP_EVAL_TYP","eval_grp_cn","character varying","character"
"OZONE_SPECIES_SUMMARY","svrty_max","double precision","double"
"EVALIDATOR_POP_ESTIMATE","sort_col","double precision","double"
"TREE","cfsnd","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_10","text","character"
"VEG_PLOT_SPECIES","created_in_instance","character varying","character"
"OZONE_PLOT","elevation","double precision","double"
"COND_DWM_CALC","fwd_sm_carbon_cond","double precision","double"
"COND","trtyr3_p2a","smallint","double"
"REF_GRM_TYPE","timberland_only","character varying","character"
"LICHEN_PLOT_SUMMARY","countycd","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_24","text","character"
"SUBP_COND","countycd","smallint","double"
"SOILS_SAMPLE_LOC","invyr","smallint","double"
"REF_DAMAGE_AGENT","modified_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_23","character varying","character"
"TREE","condid","smallint","double"
"DWM_DUFF_LITTER_FUEL","dl_status_cd","smallint","double"
"SOILS_SAMPLE_LOC","ltrlrthks","double precision","double"
"SOILS_LAB","sample_date","timestamp without time zone","IDate"
"REF_FVS_VAR_NAME","allowed_in_field","character varying","character"
"TREE","totage","smallint","double"
"COND","rangetypcd_rmrs","smallint","double"
"REF_STATE_ELEV","statecd","smallint","double"
"TREE_GRM_BEGIN","volcsnet_bark","double precision","double"
"DWM_MICROPLOT_FUEL","countycd","smallint","double"
"TREE_GRM_THRESHOLD","sitree","smallint","double"
"TREE_GRM_COMPONENT","subp_tparemv_unadj_sl_timber","numeric","double"
"COND","sisp","smallint","double"
"OZONE_PLOT_SUMMARY","species_eval_cnt","double precision","double"
"POP_PLOT_STRATUM_ASSGN","countycd","smallint","double"
"LICHEN_SPECIES_SUMMARY","modified_in_instance","character varying","character"
"COND","nvcs_primary_class","character varying","character"
"TREE_GRM_MIDPT","cullform","smallint","double"
"COND_DWM_CALC","fuel_carbon","double precision","double"
"REF_FOREST_TYPE","value","smallint","double"
"SITETREE","sitree_est","smallint","double"
"LICHEN_LAB","spp_comments","character varying","character"
"SOILS_LAB","total_water_content_pct","numeric","double"
"OZONE_SPECIES_SUMMARY","countycd","smallint","double"
"SOILS_VISIT","countycd","smallint","double"
"OZONE_VISIT","pltdstrb","double precision","double"
"LICHEN_VISIT","created_by","character varying","character"
"COND","forest_community_pnwrs","smallint","double"
"REF_SPECIES","forest_type_spgrpcd","smallint","double"
"SITETREE","tree_act_rmrs","smallint","double"
"TREE","agentcd","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_2_label","character varying","character"
"DWM_RESIDUAL_PILE","width2","smallint","double"
"REF_OWNGRPCD","created_in_instance","character varying","character"
"REF_NVCS_LEVEL_1_CODES","modified_in_instance","character varying","character"
"PLOT","invyr","smallint","double"
"DWM_TRANSECT_SEGMENT","created_by","character varying","character"
"EVALIDATOR_LOG","column_name","character varying","character"
"TREE","dmg_agent3_cd_pnwrs","smallint","double"
"TREE_GRM_ESTN","ann_net_growth","numeric","double"
"TREE_GRM_MIDPT","modified_by","character varying","character"
"PLOTSNAP","adj_expgrow_micr","double precision","double"
"OZONE_PLOT_SUMMARY","cn","character varying","character"
"REF_POP_ATTRIBUTE","modified_in_instance","character varying","character"
"SOILS_SAMPLE_LOC","statecd","smallint","double"
"SEEDLING_REGEN","statecd","smallint","double"
"REF_STATE_ELEV","modified_by","character varying","character"
"PLOTSNAP","declination","numeric","double"
"OZONE_BIOSITE_SUMMARY","svrty_class_one","double precision","double"
"COND_DWM_CALC","fwd_md_drybio_cond","double precision","double"
"PLOTSNAP","statecd","smallint","double"
"VEG_QUADRAT","created_by","character varying","character"
"SURVEY","p3_ozone_ind","character varying","character"
"PLOT_REGEN","cn","character varying","character"
"POP_EVAL_GRP","modified_date","timestamp without time zone","IDate"
"VEG_SUBPLOT_SPP","vps_cn","character varying","character"
"COND_DWM_CALC","fwd_sm_tl_unadj","numeric","double"
"REF_TREE_DECAY_PROP","branch_loss_prop","numeric","double"
"REF_SPECIES","cwd_decay_ratio2","numeric","double"
"REF_NVCS_LEVEL_2_CODES","modified_by","character varying","character"
"REF_FIADB_VERSION","created_date","timestamp without time zone","IDate"
"OZONE_BIOSITE_SUMMARY","created_by","character varying","character"
"SOILS_EROSION","typcmpcd","double precision","double"
"TREE_GRM_ESTN","component","character varying","character"
"TREE_GRM_THRESHOLD","volbfnet","double precision","double"
"TREE_GRM_COMPONENT","subp_subptyp_grm_gs_forest","smallint","double"
"REF_POP_ATTRIBUTE","sql_query_se","text","character"
"EVALIDATOR_VARIABLE_LIBRARY","label_var","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_19","text","character"
"SUBP_COND_CHNG_MTRX","statecd","smallint","double"
"TREE_GRM_MIDPT","volcfgrs","double precision","double"
"DWM_RESIDUAL_PILE","pile_sample_method","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_10","character varying","character"
"DWM_RESIDUAL_PILE","ppa_unadj","double precision","double"
"COND","sdipct_rmrs","numeric","double"
"SURVEY","modified_date","timestamp without time zone","IDate"
"COND_DWM_CALC","statecd","smallint","double"
"DWM_TRANSECT_SEGMENT","modified_date","timestamp without time zone","IDate"
"VEG_SUBPLOT","modified_date","timestamp without time zone","IDate"
"TREE_GRM_BEGIN","volcsnet","double precision","double"
"TREE_GRM_MIDPT","actualht","smallint","double"
"TREE","mastcd","smallint","double"
"POP_PLOT_STRATUM_ASSGN","modified_in_instance","character varying","character"
"LICHEN_SPECIES_SUMMARY","spp_acronym","character varying","character"
"COND","habtypcd2_pub_cd","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_24","character varying","character"
"OZONE_VISIT","created_by","character varying","character"
"PLOTGEOM","countycd","double precision","double"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_23","text","character"
"SUBPLOT","prev_sbp_cn","character varying","character"
"COND_DWM_CALC","fwd_lg_drybio_cond","double precision","double"
"TREE","root_ht_pnwrs","smallint","double"
"REF_SPECIES","e_spgrpcd","smallint","double"
"COND","trtyr3","smallint","double"
"COND_DWM_CALC","duff_carbon","double precision","double"
"REF_NVCS_LEVEL_8_CODES","modified_by","character varying","character"
"SUBPLOT","macrcond","smallint","double"
"REF_UNIT","modified_by","character varying","character"
"SITETREE","sibase","smallint","double"
"TREE_GRM_THRESHOLD","volcfnet","double precision","double"
"EVALIDATOR_ESTIMATE_GRP","created_by","character varying","character"
"TREE_GRM_COMPONENT","subp_tpamort_unadj_sl_timber","numeric","double"
"VEG_SUBPLOT","plt_cn","character varying","character"
"COND","cn","character varying","character"
"COND","habtypcd1_descr_pub_cd","character varying","character"
"TREE_GRM_ESTN","g_m","numeric","double"
"PLOT","manual_ncrs","numeric","double"
"REF_GRM_TYPE","created_by","character varying","character"
"SITETREE","created_in_instance","character varying","character"
"OZONE_PLOT","split_plotid","smallint","double"
"COND","soilprop_unadj","double precision","double"
"OZONE_VISIT","field_id","integer","double"
"SOILS_LAB","olsen_p","numeric","double"
"PLOT_REGEN","created_by","character varying","character"
"REF_NVCS_LEVEL_1_CODES","created_by","character varying","character"
"TREE","modified_date","timestamp without time zone","IDate"
"SEEDLING","created_by","character varying","character"
"DWM_VISIT","cwd_sample_method","character varying","character"
"DWM_RESIDUAL_PILE","horiz_enddist","numeric","double"
"REF_PLANT_DICTIONARY","forma","character varying","character"
"PLOTSNAP","modified_by","character varying","character"
"BEGINEND","modified_by","character varying","character"
"SURVEY","statecd","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","decaycd","smallint","double"
"EVALIDATOR_ESTIMATE_GRP","created_date","timestamp without time zone","IDate"
"POP_STRATUM","estn_unit","integer","double"
"REF_FVS_LOC_NAME","allowed_in_field","character varying","character"
"DATAMART_TABLES","table_name","character varying","character"
"REF_NVCS_LEVEL_6_CODES","nvcs_code","character varying","character"
"GRND_CVR","modified_date","timestamp without time zone","IDate"
"OZONE_PLOT_SUMMARY","modified_by","character varying","character"
"COND","cond_status_cd","smallint","double"
"SUBPLOT","invyr","smallint","double"
"REF_INVASIVE_SPECIES","unitcd_list","character varying","character"
"PLOTSNAP","modified_date","timestamp without time zone","IDate"
"DWM_COARSE_WOODY_DEBRIS","cwdhstcd","smallint","double"
"PLOTSNAP","expvol","double precision","double"
"DWM_DUFF_LITTER_FUEL","modified_date","timestamp without time zone","IDate"
"REF_POP_EVAL_TYP_DESCR","modified_in_instance","character varying","character"
"SOILS_EROSION","modified_in_instance","character varying","character"
"DWM_RESIDUAL_PILE","subp","smallint","double"
"DWM_TRANSECT_SEGMENT","subp","smallint","double"
"SEEDLING","treecount_calc","double precision","double"
"COND_DWM_CALC","pile_drybio_cond","double precision","double"
"BOUNDARY","subptyp","smallint","double"
"TREE_GRM_ESTN","dia_begin","numeric","double"
"TREE_GRM_COMPONENT","subptyp_begin","smallint","double"
"REF_FOREST_TYPE_GROUP","duff_density","numeric","double"
"TREE_GRM_BEGIN","voltsgrs","double precision","double"
"TREE","actualht_calc","smallint","double"
"REF_FVS_VAR_NAME","modified_date","timestamp without time zone","IDate"
"COND","trtcd3","smallint","double"
"COND_DWM_CALC","modified_by","character varying","character"
"PLOTGEOM","modified_in_instance","integer","double"
"TREE","unitcd","smallint","double"
"REF_RESEARCH_STATION","modified_date","timestamp without time zone","IDate"
"SEEDLING","created_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_3","character varying","character"
"TREE","volcsgrs","numeric","double"
"SUBP_COND","created_date","timestamp without time zone","IDate"
"DWM_RESIDUAL_PILE","created_in_instance","character varying","character"
"TREE_GRM_MIDPT","volbsnet","double precision","double"
"POP_EVAL_ATTRIBUTE","created_by","character varying","character"
"REF_LICHEN_SPECIES","yearend","smallint","double"
"TREE","modified_by","character varying","character"
"COND","dstrbyr3_p2a","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","smalldia","smallint","double"
"VEG_SUBPLOT_SPP","quad_3_presence","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_14","character varying","character"
"SUBPLOT_REGEN","created_by","character varying","character"
"REF_POP_EVAL_TYP_DESCR","change_eval_typ","character varying","character"
"OZONE_SPECIES_SUMMARY","created_in_instance","character varying","character"
"OZONE_VISIT","modified_in_instance","character varying","character"
"LICHEN_VISIT","statecd","smallint","double"
"P2VEG_SUBPLOT_SPP","statecd","smallint","double"
"EVALIDATOR_POP_ESTIMATE","created_in_instance","character varying","character"
"DWM_FINE_WOODY_DEBRIS","invyr","smallint","double"
"REF_INVASIVE_SPECIES","created_date","timestamp without time zone","IDate"
"TREE_GRM_MIDPT","balive","numeric","double"
"DATAMART_MOST_RECENT_INV","eval_grps","character varying","character"
"TREE","upper_dia","numeric","double"
"REF_NVCS_LEVEL_6_CODES","modified_date","timestamp without time zone","IDate"
"TREE_GRM_COMPONENT","micr_component_al_timber","character varying","character"
"SUBPLOT","ground_tran_pts_wood_rmrs","smallint","double"
"FIA_REPORTING_LOG","attribute","character varying","character"
"COND_DWM_CALC","pile_tl_cond","numeric","double"
"DWM_FINE_WOODY_DEBRIS","rsnctcd","smallint","double"
"POP_STRATUM","adj_factor_macr","double precision","double"
"PLOTSNAP","ecosubcd","character varying","character"
"SUBPLOT_REGEN","sbp_cn","character varying","character"
"COND","nvcs_level_8_cd","character varying","character"
"FIA_REPORTING_TOOLS","toolname","character varying","character"
"COUNTY","countynm","character varying","character"
"REF_HABTYP_PUBLICATION","modified_by","character varying","character"
"REF_SIEQN","sieqn_loc_desc_fsveg","character varying","character"
"REF_SPECIES","bark_spgr_greenvol_drywt","numeric","double"
"REF_FOREST_TYPE_GROUP","fwd_small_qmd","numeric","double"
"PLOTSNAP","plot_nonsample_reasn_cd","smallint","double"
"REF_NVCS_LEVEL_5_CODES","created_in_instance","character varying","character"
"REF_LICHEN_SPECIES","spp_acronym","character varying","character"
"SEEDLING_REGEN","condid","smallint","double"
"EVALIDATOR_VARIABLE_LIBRARY","created_by","character varying","character"
"PLOT","intensity","character varying","character"
"SUBP_COND_CHNG_MTRX","modified_by","character varying","character"
"DWM_DUFF_LITTER_FUEL","modified_by","character varying","character"
"BOUNDARY","cn","character varying","character"
"POP_STRATUM","created_date","timestamp without time zone","IDate"
"REF_LICHEN_SPP_COMMENTS","created_by","character varying","character"
"OZONE_PLOT","modified_in_instance","character varying","character"
"COND_DWM_CALC","condprop_cwd","numeric","double"
"GRND_CVR","modified_by","character varying","character"
"TREE_GRM_THRESHOLD","roughcull","smallint","double"
"TREE","volcfgrs_top_bark","numeric","double"
"REF_FOREST_TYPE_GROUP","abbr","character varying","character"
"SOILS_EROSION","countycd","smallint","double"
"SITETREE","method","smallint","double"
"PLOTSNAP","expmort","double precision","double"
"VEG_SUBPLOT_SPP","unique_sp_nbr","smallint","double"
"SEEDLING","pct_affected_damage_agent1_srs","smallint","double"
"LICHEN_VISIT","smpltime","smallint","double"
"TREE_GRM_THRESHOLD","created_in_instance","character varying","character"
"REF_SIEQN","sieqn_ref_notes","character varying","character"
"COUNTY","countycd","smallint","double"
"SUBPLOT_REGEN","invyr","smallint","double"
"TREE","coneprescd3","smallint","double"
"DWM_VISIT","modified_in_instance","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","lpa_unadj","double precision","double"
"TREE","mist_cl_cd","smallint","double"
"P2VEG_SUBPLOT_SPP","layer","smallint","double"
"POP_EVAL_TYP","modified_by","character varying","character"
"VEG_SUBPLOT","total_canopy_cover_layer_1","smallint","double"
"PLOTGEOM","emap_hex","double precision","double"
"LICHEN_LAB","plot","integer","double"
"REF_NVCS_LEVEL_3_CODES","note","character varying","character"
"DWM_FINE_WOODY_DEBRIS","statecd","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_6","text","character"
"SITETREE","spgrpcd","smallint","double"
"PLOTSNAP","expsoil","double precision","double"
"P2VEG_SUBPLOT_SPP","invyr","smallint","double"
"LICHEN_VISIT","invyr","smallint","double"
"COND_DWM_CALC","fwd_sm_drybio_cond","double precision","double"
"COND_DWM_CALC","fwd_sm_drybio_adj","double precision","double"
"EVALIDATOR_POP_ESTIMATE","created_by","character varying","character"
"COND_DWM_CALC","litter_depth","double precision","double"
"DWM_FINE_WOODY_DEBRIS","small_tl_unadj","double precision","double"
"TREE_GRM_THRESHOLD","drybio_sawlog","double precision","double"
"TREE","severity2b_cd_pnwrs","smallint","double"
"TREE_GRM_COMPONENT","mortcfgs_forest","numeric","double"
"OZONE_VALIDATION","field_id","integer","double"
"PLOT","designcd","smallint","double"
"VEG_QUADRAT","quadrat_status","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comparison","text","character"
"TREE_GRM_ESTN","g_s","numeric","double"
"REF_INTL_TO_DOYLE_FACTOR","created_by","character varying","character"
"REF_FOREST_TYPE","allowed_in_field","character varying","character"
"VEG_SUBPLOT_SPP","max_cover_layer_nbr_pre2004","smallint","double"
"REF_TREE_CARBON_RATIO_DEAD","decaycd","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_15","text","character"
"OZONE_BIOSITE_SUMMARY","o3plot","double precision","double"
"SUBPLOT_REGEN","modified_date","timestamp without time zone","IDate"
"DWM_VISIT","statecd","smallint","double"
"REF_NVCS_LEVEL_7_CODES","hierarchy_level","smallint","double"
"EVALIDATOR_LOG","calc_se","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_29","character varying","character"
"FIA_REPORTING_LOG","radius","double precision","double"
"REF_HABTYP_DESCRIPTION","modified_in_instance","character varying","character"
"PLOT","reusecd2","smallint","double"
"GRND_CVR","statecd","smallint","double"
"REF_GRM_TYPE","mort_typ_cd","smallint","double"
"COND","sicond_fvs","smallint","double"
"SEEDLING_REGEN","cn","character varying","character"
"REF_PLANT_DICTIONARY","ssp","character varying","character"
"OZONE_PLOT","o3plot","double precision","double"
"PLOTSNAP","expremv","double precision","double"
"PLOTSNAP","cn","character varying","character"
"TREE_GRM_COMPONENT","subp_component_gs_timber","character varying","character"
"REF_FVS_VAR_NAME","created_in_instance","character varying","character"
"REF_SPECIES","mc_pct_green_bark_cit","integer","double"
"PLOTSNAP","eco_unit_pnw","character varying","character"
"OZONE_PLOT_SUMMARY","field_id","integer","double"
"TREE_GRM_THRESHOLD","prev_tre_cn","character varying","character"
"REF_SPECIES_GROUP","region","character varying","character"
"REF_PLANT_DICTIONARY","created_in_instance","character varying","character"
"REF_NVCS_LEVEL_1_CODES","created_in_instance","character varying","character"
"BOUNDARY","contrast","smallint","double"
"PLOTSNAP","expdwm","double precision","double"
"TREE_GRM_THRESHOLD","volcfgrs","double precision","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_8_label","character varying","character"
"DWM_DUFF_LITTER_FUEL","statecd","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_19","character varying","character"
"REF_POP_ATTRIBUTE","active","character varying","character"
"TREE_GRM_MIDPT","volcfgrs_stump","double precision","double"
"PLOTGEOM","fvs_variant","character varying","character"
"SUBP_COND","condid","smallint","double"
"SUBPLOT","p2a_grm_flg","character varying","character"
"COND_DWM_CALC","fwd_md_volcf_unadj","double precision","double"
"COND","alstkcd","smallint","double"
"SOILS_LAB","field_moist_soil_wt","numeric","double"
"TREE_GRM_MIDPT","dia","numeric","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_8_meaning","character varying","character"
"LICHEN_PLOT_SUMMARY","modified_in_instance","character varying","character"
"REF_SPECIES","bark_vol_pct","numeric","double"
"REF_PLANT_DICTIONARY","common_name","character varying","character"
"DWM_VISIT","invyr","smallint","double"
"REF_NVCS_LEVEL_7_CODES","hierarchy_level_label","character varying","character"
"EVALIDATOR_POP_ESTIMATE","attribute_nbr","double precision","double"
"TREE","volcfsnd_top","numeric","double"
"REF_TREE_CARBON_RATIO_DEAD","carbon_ratio","numeric","double"
"REF_INTL_TO_DOYLE_FACTOR","factor","numeric","double"
"REF_SPECIES","scientific_name","character varying","character"
"DWM_MICROPLOT_FUEL","dhrbht","double precision","double"
"FIA_REPORTING_LOG","cn","character varying","character"
"DWM_VISIT","created_date","timestamp without time zone","IDate"
"DWM_COARSE_WOODY_DEBRIS","inclination","smallint","double"
"TREE_GRM_MIDPT","volcfgrs_stump_bark","double precision","double"
"OZONE_SPECIES_SUMMARY","plotwet","double precision","double"
"LICHEN_VISIT","gappct","smallint","double"
"P2VEG_SUBPLOT_SPP","created_in_instance","character varying","character"
"TREE","salvcd","smallint","double"
"DWM_RESIDUAL_PILE","comp_ht","smallint","double"
"REF_PLANT_DICTIONARY","created_date","timestamp without time zone","IDate"
"GRND_CVR","subcycle","smallint","double"
"TREE_GRM_ESTN","estn_type","character varying","character"
"SOILS_LAB","bulk_density","numeric","double"
"PLOTSNAP","plot","integer","double"
"DWM_DUFF_LITTER_FUEL","invyr","smallint","double"
"COND","dstrbyr2_p2a","smallint","double"
"COND","dstrbcd1","smallint","double"
"REF_FVS_VAR_NAME","cn","character varying","character"
"REF_STATE_ELEV","created_by","character varying","character"
"COND","fortypcdcalc","smallint","double"
"SEEDLING_REGEN","plot","integer","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_24","character varying","character"
"SUBP_COND","cn","character varying","character"
"VEG_QUADRAT","modified_in_instance","character varying","character"
"VEG_PLOT_SPECIES","statecd","smallint","double"
"DWM_DUFF_LITTER_FUEL","fueldep","double precision","double"
"SOILS_SAMPLE_LOC","modified_by","character varying","character"
"REF_SPECIES_GROUP","class","character varying","character"
"SUBPLOT","ground_tran_pts_rock_rmrs","smallint","double"
"REF_FOREST_TYPE_GROUP","created_date","timestamp without time zone","IDate"
"POP_STRATUM","modified_by","character varying","character"
"PLOT","p3panel","smallint","double"
"GRND_CVR","invyr","smallint","double"
"TREE","centroid_dia_ht_actual","numeric","double"
"INVASIVE_SUBPLOT_SPP","modified_by","character varying","character"
"TREE_GRM_COMPONENT","growtsal_forest","numeric","double"
"TREE_GRM_ESTN","i","numeric","double"
"TREE","prev_totage_rmrs","smallint","double"
"SOILS_LAB","oven_dry_soil_wt","numeric","double"
"SUBPLOT","waterdep","numeric","double"
"TREE_GRM_MIDPT","volcsgrs","double precision","double"
"LICHEN_PLOT_SUMMARY","modified_by","character varying","character"
"PLOT","pac_island_pnwrs","character varying","character"
"REF_GRND_LYR","grnd_lyr_config","character varying","character"
"POP_PLOT_STRATUM_ASSGN","plt_cn","character varying","character"
"POP_EVAL_TYP","modified_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_12","character varying","character"
"POP_PLOT_STRATUM_ASSGN","created_date","timestamp without time zone","IDate"
"DWM_MICROPLOT_FUEL","dshrbht","double precision","double"
"INVASIVE_SUBPLOT_SPP","subcycle","smallint","double"
"PLOTSNAP","subcycle","smallint","double"
"OZONE_SPECIES_SUMMARY","modified_in_instance","character varying","character"
"TREE_GRM_COMPONENT","subp_subptyp_grm_sl_forest","smallint","double"
"COND","afforestation_cd","smallint","double"
"SOILS_SAMPLE_LOC","smplnnbr","smallint","double"
"TREE","drybio_bole_bark","numeric","double"
"REF_NVCS_LEVEL_8_CODES","created_date","timestamp without time zone","IDate"
"TREE","damage_agent_cd2_srs","integer","double"
"REF_NVCS_LEVEL_5_CODES","created_by","character varying","character"
"SUBPLOT","ground_tran_pts_lichen_rmrs","smallint","double"
"POP_EVAL_GRP","created_in_instance","character varying","character"
"SUBPLOT_REGEN","modified_in_instance","character varying","character"
"PLOT","prev_microplot_loc_rmrs","character varying","character"
"TREE_GRM_ESTN","g_ci","numeric","double"
"REF_PLANT_DICTIONARY","variety","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_36","character varying","character"
"TREE_WOODLAND_STEMS","countycd","smallint","double"
"COND","stdorgsp","double precision","double"
"VEG_PLOT_SPECIES","specimen_label_nbr","double precision","double"
"SURVEY","prj_cn","character varying","character"
"REF_NVCS_LEVEL_2_CODES","created_date","timestamp without time zone","IDate"
"TREE_GRM_MIDPT","carbon_ag","double precision","double"
"TREE","severity1a_cd_pnwrs","smallint","double"
"REF_DAMAGE_AGENT","common_name","character varying","character"
"OZONE_BIOSITE_SUMMARY","svrty_class_four","double precision","double"
"DWM_MICROPLOT_FUEL","modified_by","character varying","character"
"OZONE_SPECIES_SUMMARY","split_plotid","smallint","double"
"TREE_GRM_COMPONENT","mortbfsl_timber","numeric","double"
"INVASIVE_SUBPLOT_SPP","created_date","timestamp without time zone","IDate"
"DWM_FINE_WOODY_DEBRIS","medium_tl_cond","double precision","double"
"POP_EVAL","statecd","smallint","double"
"POP_ESTN_UNIT","estn_unit_descr","character varying","character"
"PLOT","designcd_p2a","smallint","double"
"TREE","cull_bf_rotten","numeric","double"
"REF_HABTYP_DESCRIPTION","common_name","character varying","character"
"TREE","drybio_stem_bark","numeric","double"
"COND","habtypcd1_pub_cd","character varying","character"
"VEG_SUBPLOT","total_canopy_cover_layer_4","smallint","double"
"TREE","cclcd","smallint","double"
"REF_FOREST_TYPE_GROUP","created_in_instance","character varying","character"
"OZONE_BIOSITE_SUMMARY","plant_ratio","double precision","double"
"TREE_GRM_THRESHOLD","volcfsnd_top","double precision","double"
"PLOT","remper","numeric","double"
"TREE_GRM_BEGIN","spcd","double precision","double"
"VEG_PLOT_SPECIES","modified_in_instance","character varying","character"
"VEG_QUADRAT","invyr","smallint","double"
"TREE","prev_actualht_rmrs","smallint","double"
"REF_NVCS_LEVEL_8_CODES","cn","character varying","character"
